shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.84247,-78.81971,300,9241.1
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.97738,-78.95891,414,15796.35
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.97821,-78.958559,415,15893.83
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.978759,-78.958349,416,15957.69
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.979029,-78.95827,417,15988.52
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.979309,-78.95819,418,16020.45
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.979589,-78.958109,419,16052.4
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.98019,-78.957989,420,16120.05
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.9807,-78.95792,421,16177.06
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.981589,-78.95787,422,16275.95
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.98244,-78.957879,423,16370.52
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.98269,-78.957879,424,16398.3
485daab2-892f-4bea-b175-06f42185b283,35.78552,-78.663329,726,32528.8
af07a6b6-3205-42a7-b7de-20664c333802,35.751554,-78.725904,609,27549.31
af07a6b6-3205-42a7-b7de-20664c333802,35.75393,-78.732939,597,26861.27
af07a6b6-3205-42a7-b7de-20664c333802,35.75393,-78.732939,598,26861.27
af07a6b6-3205-42a7-b7de-20664c333802,35.753709,-78.732269,599,26926.49
af07a6b6-3205-42a7-b7de-20664c333802,35.75355,-78.73179,600,26973.16
af07a6b6-3205-42a7-b7de-20664c333802,35.753339,-78.73115,601,27035.45
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.873919,-78.83732,735,28416.49
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.79082,-78.77027,26,1294.79
af07a6b6-3205-42a7-b7de-20664c333802,35.74915,-78.71514,633,28716.79
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.819929,-78.743099,395,17119.7
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.65985,-78.835759,904,36198.24
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.86028,-78.817389,480,20665.6
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.78936,-78.747069,59,3433.42
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.788889,-78.744239,60,3693.82
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.788741,-78.74337,61,3773.86
af07a6b6-3205-42a7-b7de-20664c333802,35.74922,-78.714719,634,28755.55
485daab2-892f-4bea-b175-06f42185b283,35.777429,-78.667329,668,31463.55
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.80358,-78.70893,469,20779.52
485daab2-892f-4bea-b175-06f42185b283,35.78568,-78.66321,727,32549.56
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.667209,-78.83516,866,35370.13
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.667089,-78.835179,867,35383.57
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.666939,-78.8352,868,35400.35
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.666749,-78.835229,869,35421.62
485daab2-892f-4bea-b175-06f42185b283,35.7775,-78.66735,669,31471.66
485daab2-892f-4bea-b175-06f42185b283,35.78143,-78.66665,689,31959.37
485daab2-892f-4bea-b175-06f42185b283,35.77822,-78.66734,671,31555.19
485daab2-892f-4bea-b175-06f42185b283,35.77822,-78.66734,672,31555.19
485daab2-892f-4bea-b175-06f42185b283,35.77822,-78.66734,673,31555.19
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.850349,-78.799929,323,10953.51
af07a6b6-3205-42a7-b7de-20664c333802,35.75174,-78.726269,608,27510.44
af07a6b6-3205-42a7-b7de-20664c333802,35.74816,-78.70071,674,30050.85
af07a6b6-3205-42a7-b7de-20664c333802,35.75131,-78.724779,610,27654.32
af07a6b6-3205-42a7-b7de-20664c333802,35.751159,-78.72428,611,27702.35
af07a6b6-3205-42a7-b7de-20664c333802,35.751099,-78.724109,612,27719.15
af07a6b6-3205-42a7-b7de-20664c333802,35.75066,-78.722899,613,27838.68
af07a6b6-3205-42a7-b7de-20664c333802,35.75058,-78.722719,614,27857.19
af07a6b6-3205-42a7-b7de-20664c333802,35.750429,-78.72234,615,27895.27
af07a6b6-3205-42a7-b7de-20664c333802,35.750179,-78.72166,616,27962.59
af07a6b6-3205-42a7-b7de-20664c333802,35.75006,-78.72144,617,27986.43
af07a6b6-3205-42a7-b7de-20664c333802,35.74995,-78.721279,618,28005.41
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.797002,-78.707733,503,21620.4
af07a6b6-3205-42a7-b7de-20664c333802,35.749659,-78.71122,642,29074.92
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.796729,-78.70766,506,21651.49
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.859079,-78.82184,494,21204.77
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.85923,-78.821809,495,21221.78
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.859699,-78.821679,496,21275.19
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.85977,-78.82166,497,21283.26
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.7919,-78.76229,43,2032.02
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.7917,-78.761059,44,2145.18
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.659269,-78.835589,907,36264.61
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.859989,-78.82166,498,21307.6
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.658539,-78.83538,908,36347.89
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.8616554594276,-78.8135634815185,471,20281.51
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.8616475594215,-78.8137974304459,472,20302.6
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.8614184589015,-78.8143238155327,473,20356.41
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.85301,-78.802409,455,18877.25
485daab2-892f-4bea-b175-06f42185b283,35.781097,-78.667069,685,31903.2
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.811999,-78.730779,428,18563.07
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.833149,-78.76689,370,14519.65
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.832979,-78.76652,371,14557.96
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.832899,-78.76635,372,14575.67
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.832529,-78.76553,373,14660.21
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.86048,-78.821799,500,21363.95
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.86092,-78.821999,501,21416.05
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.861069,-78.822069,502,21433.77
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.8610878506989,-78.8220794061308,503,21436.07
485daab2-892f-4bea-b175-06f42185b283,35.785819,-78.66302,728,32572.62
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.653799,-78.833949,924,36892.25
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.65313,-78.833779,926,36968.17
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.65294,-78.833729,927,36989.76
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.652519,-78.83362,928,37037.57
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.65232,-78.833589,929,37059.86
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.85824,-78.821529,491,21106.02
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.98305,-78.957879,425,16438.3
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.983749,-78.95792,426,16516.06
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.961759,-78.961389,370,13865.17
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.945559,-79.05822,151,5045.5
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.945669,-79.058239,152,5057.84
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.91143,-79.054574,52,1119.26
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.852249,-78.83816,360,11758
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.07793,-79.09953,9,450.99
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.85248,-78.84128,370,12058.59
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.935779,-79.05624,136,3944.21
af1a36b8-6260-43db-a91f-010e01560b10,35.936408,-78.842153,227,8122.1
ea2a3a05-103e-4427-b5e8-2d6ff96c5f62,36.080389,-79.099649,721,28164.14
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.924229,-79.05449,101,2627.09
af1a36b8-6260-43db-a91f-010e01560b10,35.9393,-78.840529,235,8477.48
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.85669,-78.842679,385,12550.21
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.821199,-78.80829,221,6342.68
1fd4fbbb-a2c0-4360-a95b-a43633056643,36.003359,-78.95125,467,19221.93
af1a36b8-6260-43db-a91f-010e01560b10,35.92897,-78.84434,204,7260.9
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.813999,-78.81806,178,5068.17
37b8b62c-4324-4e3a-b60a-0096338072aa,35.758539,-78.876119,334,11858.99
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.8468,-78.82008,310,9724.62
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.083429,-79.09952,24,1063.91
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.967189,-78.96313,392,14597.54
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.91548,-79.056939,76,1625.28
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.817309,-78.81094,205,5832.27
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.99828,-78.956369,444,18276.83
af1a36b8-6260-43db-a91f-010e01560b10,35.9332,-78.842739,218,7757.46
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.991119,-78.957989,431,17335.04
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.95292,-79.057649,179,5873.16
af1a36b8-6260-43db-a91f-010e01560b10,35.942799,-78.8396,251,8974.42
37b8b62c-4324-4e3a-b60a-0096338072aa,35.783279,-78.871489,394,14646.24
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.812469,-78.81823,164,4785.99
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.84885,-78.826029,330,10358.84
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.9483,-79.05854,166,5352.21
37b8b62c-4324-4e3a-b60a-0096338072aa,35.7734739516413,-78.8733461578523,364,13541.5
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.96514,-78.964289,382,14338.48
37b8b62c-4324-4e3a-b60a-0096338072aa,35.73917,-78.865869,266,9344.59
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.7416,-78.80968,549,20482.67
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.8691,-78.832149,26,939.78
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.779899,-78.65335,44,1919.34
af07a6b6-3205-42a7-b7de-20664c333802,35.703739,-78.83457,234,9145.53
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.783459,-78.65633,85,2563.14
485daab2-892f-4bea-b175-06f42185b283,35.749759,-78.752668,402,19766.19
af07a6b6-3205-42a7-b7de-20664c333802,35.716339,-78.84128,274,10671.77
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.782409,-78.655349,494,20939.73
485daab2-892f-4bea-b175-06f42185b283,35.737229,-78.785049,333,16312.77
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.784975,-78.659563,99,2900.72
485daab2-892f-4bea-b175-06f42185b283,35.756029,-78.747369,412,20654.97
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.74559124,-78.8236781244,567,21950.86
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.785989,-78.662559,449,20151.34
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.85653,-78.79668,489,19059.99
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.783459,-78.65633,482,20786.15
af07a6b6-3205-42a7-b7de-20664c333802,35.7178378983931,-78.8442449331774,289,11172.09
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.78246,-78.655309,67,2393.7
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.7448843921,-78.8363435716,620,24396.42
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.86624,-78.82646,42,1565.49
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.865579,-78.82571,43,1665.27
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.864569,-78.82449,44,1822.32
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.86445,-78.82436,45,1839.98
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.777538,-78.646168,533,22334.96
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.779879,-78.653739,45,1954.48
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.779889,-78.65453,46,2025.8
af07a6b6-3205-42a7-b7de-20664c333802,35.716449,-78.841339,275,10685.1
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.86686,-78.798539,542,20589.27
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.867254,-78.827736,37,1404.1
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.87381,-78.837469,1,60.44
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.74521,-78.827569,600,23299.88
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.858789,-78.79889,506,19384
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.85904,-78.799229,507,19425.35
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.859259,-78.79952,508,19461.11
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.859639,-78.800019,509,19522.77
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.862399,-78.80261,521,19914.73
485daab2-892f-4bea-b175-06f42185b283,35.741339,-78.776229,353,17233.01
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.865579,-78.82571,516,22039.14
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.86624,-78.82646,517,22138.92
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.860139,-78.821669,499,21324.29
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.867717,-78.827998,522,22354.07
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.8616637964548,-78.822412157084,505,21508.46
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.861789,-78.82251,506,21524.93
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.86202,-78.82268,507,21554.82
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.86274,-78.823169,508,21646.14
485daab2-892f-4bea-b175-06f42185b283,35.785629,-78.66113,742,32756.33
485daab2-892f-4bea-b175-06f42185b283,35.78552,-78.660849,743,32784.41
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.811759,-78.730449,429,18603.01
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.81135,-78.729909,430,18669.59
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.81097,-78.72936,431,18734.63
485daab2-892f-4bea-b175-06f42185b283,35.78587,-78.662949,729,32581.17
485daab2-892f-4bea-b175-06f42185b283,35.78595,-78.66284,730,32594.42
485daab2-892f-4bea-b175-06f42185b283,35.78595,-78.662649,731,32611.64
485daab2-892f-4bea-b175-06f42185b283,35.78597,-78.662509,732,32624.45
485daab2-892f-4bea-b175-06f42185b283,35.78596,-78.66245,733,32629.88
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.78695,-78.73274,73,4753.69
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.7869038697403,-78.732525981054,75,4773.65
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.785215,-78.720693,94,5861.7
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.786609,-78.731309,77,4889.51
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.786609,-78.731309,78,4889.51
485daab2-892f-4bea-b175-06f42185b283,35.784489,-78.664139,711,32384.87
485daab2-892f-4bea-b175-06f42185b283,35.78452,-78.6641,712,32389.79
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.786559,-78.731009,79,4917.12
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.786199,-78.72869,80,5129.95
485daab2-892f-4bea-b175-06f42185b283,35.784569,-78.664079,713,32395.55
485daab2-892f-4bea-b175-06f42185b283,35.78461,-78.664049,714,32400.85
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.66633,-78.835309,870,35468.74
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.66625,-78.835319,871,35477.68
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.66589,-78.83538,872,35518.06
485daab2-892f-4bea-b175-06f42185b283,35.78468,-78.663949,715,32412.76
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.665589,-78.83543,873,35551.81
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.66543,-78.835449,874,35569.56
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.651259,-78.83363,932,37177.98
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.086939,-79.10429,54,1712
37b8b62c-4324-4e3a-b60a-0096338072aa,35.7527639165576,-78.8770825932112,320,11208.51
ea2a3a05-103e-4427-b5e8-2d6ff96c5f62,36.08296,-79.10615,691,27317.22
ea2a3a05-103e-4427-b5e8-2d6ff96c5f62,36.08214,-79.09971,716,27969.44
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.08485,-79.10015,36,1237.88
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.945829,-79.05827,153,5075.84
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.852355,-78.83946,364,11876.16
37b8b62c-4324-4e3a-b60a-0096338072aa,35.731709,-78.86057,229,8372.65
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.852669,-78.841429,371,12083.51
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.82725,-78.806919,248,7120.13
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.83185,-78.81206,265,7810.4
af1a36b8-6260-43db-a91f-010e01560b10,35.942509,-78.84158,261,9163.9
37b8b62c-4324-4e3a-b60a-0096338072aa,35.786109,-78.871029,403,14963.45
37b8b62c-4324-4e3a-b60a-0096338072aa,35.786189,-78.87102,404,14972.38
37b8b62c-4324-4e3a-b60a-0096338072aa,35.786449,-78.870989,405,15001.41
37b8b62c-4324-4e3a-b60a-0096338072aa,35.786523151666,-78.8709877379289,406,15009.65
37b8b62c-4324-4e3a-b60a-0096338072aa,35.79274,-78.87039,424,15705.99
37b8b62c-4324-4e3a-b60a-0096338072aa,35.787179,-78.870899,408,15085.55
37b8b62c-4324-4e3a-b60a-0096338072aa,35.787179,-78.870899,409,15085.55
37b8b62c-4324-4e3a-b60a-0096338072aa,35.78774,-78.87083,410,15148.2
37b8b62c-4324-4e3a-b60a-0096338072aa,35.788419,-78.870759,411,15223.92
37b8b62c-4324-4e3a-b60a-0096338072aa,35.788619,-78.87074,412,15246.21
37b8b62c-4324-4e3a-b60a-0096338072aa,35.75905,-78.87602,335,11916.47
37b8b62c-4324-4e3a-b60a-0096338072aa,35.75959,-78.87593,336,11977.02
37b8b62c-4324-4e3a-b60a-0096338072aa,35.783569,-78.871439,395,14678.78
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.083559,-79.09952,25,1078.36
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.08369,-79.09953,26,1092.94
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.083899,-79.09957,27,1116.44
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.084099,-79.099629,28,1139.29
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.0782,-79.099539,10,481
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.0842526616352,-79.0996820730168,29,1157.02
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.0843198899261,-79.0997082177346,30,1164.85
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.085819,-79.111273,75,2706.82
1c2946b4-6b3b-45de-92a2-6d9fc90eacae,35.865919,-78.84676,421,13815.97
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.08481,-79.100091,32,1230.93
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.08481,-79.100091,33,1230.93
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.65122,-78.83363,933,37182.32
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.6511954062,-78.8336363761,934,37185.12
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.82358,-78.74938,386,16422.86
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.82197,-78.7465,387,16738.04
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.82168,-78.745989,388,16794.24
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.64266,-78.8332,953,38138.39
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.6500099446,-78.833672848,936,37318.2
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.649809,-78.83367,937,37340.53
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.64952,-78.833679,938,37372.65
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.64932,-78.833679,939,37394.87
af07a6b6-3205-42a7-b7de-20664c333802,35.752889,-78.729909,602,27158.02
af07a6b6-3205-42a7-b7de-20664c333802,35.75273,-78.7295,603,27198.92
af07a6b6-3205-42a7-b7de-20664c333802,35.75246,-78.72868,604,27278.72
af07a6b6-3205-42a7-b7de-20664c333802,35.752259,-78.72806,605,27338.93
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.81306,-78.73183,378,11105.46
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.80691,-78.722099,445,19531.45
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.796925,-78.707709,504,21629.23
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.796819,-78.707689,505,21641.15
af07a6b6-3205-42a7-b7de-20664c333802,35.7496,-78.71176,641,29025.78
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.65952,-78.835669,905,36235.8
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.860139,-78.817679,481,20696.06
485daab2-892f-4bea-b175-06f42185b283,35.78585,-78.661739,740,32696.19
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.786919,-78.7326,74,4766.77
485daab2-892f-4bea-b175-06f42185b283,35.7857,-78.66132,741,32737.47
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.858629,-78.821759,492,21153.95
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.653619,-78.8339,925,36912.74
af07a6b6-3205-42a7-b7de-20664c333802,35.742259,-78.767539,522,22897.1
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.81404,-78.73454,419,18154.3
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.653989,-78.834009,923,36870.45
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.801189,-78.70735,486,21151.01
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.787639,-78.77539,12,696.98
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.804429,-78.710879,347,8946.87
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.794227,-78.688547,560,23521.15
a6c4894d-502e-464c-a4d3-017ef19d19b8,35.791599,-78.760519,45,2195.13
af07a6b6-3205-42a7-b7de-20664c333802,35.74932,-78.714079,635,28814.33
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.796599,-78.70762,507,21666.38
af07a6b6-3205-42a7-b7de-20664c333802,35.69928,-78.833609,221,8640.4
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.78542,-78.6606,462,20341.33
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.785299,-78.660309,463,20370.81
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.78517,-78.659999,464,20402.22
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.78513,-78.659899,465,20412.27
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.784999,-78.65961,466,20442.11
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.784939,-78.65948,467,20455.59
57c9762d-fc12-4def-97e5-5c281d3a62eb,35.784927,-78.659456,468,20458.13
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.784993,-78.659592,100,2904.01
485daab2-892f-4bea-b175-06f42185b283,35.74862,-78.753319,401,19626.67
485daab2-892f-4bea-b175-06f42185b283,35.75566,-78.748423,410,20550.38
485daab2-892f-4bea-b175-06f42185b283,35.7506041853,-78.752395551,403,19863.27
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.7836,-78.656569,86,2589.78
485daab2-892f-4bea-b175-06f42185b283,35.75608,-78.746889,413,20698.62
485daab2-892f-4bea-b175-06f42185b283,35.75609,-78.746219,414,20759.05
485daab2-892f-4bea-b175-06f42185b283,35.75609,-78.74618,415,20762.57
485daab2-892f-4bea-b175-06f42185b283,35.756099,-78.745449,416,20828.5
485daab2-892f-4bea-b175-06f42185b283,35.75607,-78.744139,417,20946.67
af07a6b6-3205-42a7-b7de-20664c333802,35.716589,-78.84141,276,10701.92
af07a6b6-3205-42a7-b7de-20664c333802,35.716859,-78.841559,277,10734.8
26db2e0e-bbe3-428d-8c0a-da5177b5a33d,35.86434,-78.82427,46,1854.65
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.77982,-78.64534,28,1195.35
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.86703,-78.79834,543,20615.31
af07a6b6-3205-42a7-b7de-20664c333802,35.720356,-78.85023,307,12023.16
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.737345,-78.842512,637,25413.76
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.743869,-78.836749,622,24515.33
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.743869,-78.836749,623,24515.33
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.743429,-78.837009,624,24569.56
af07a6b6-3205-42a7-b7de-20664c333802,35.703909,-78.834639,235,9165.42
af07a6b6-3205-42a7-b7de-20664c333802,35.704009,-78.834679,236,9177.1
af07a6b6-3205-42a7-b7de-20664c333802,35.70424,-78.834769,237,9204.02
af07a6b6-3205-42a7-b7de-20664c333802,35.704359,-78.83483,238,9218.34
af07a6b6-3205-42a7-b7de-20664c333802,35.704649,-78.83498,239,9253.29
e147fd6a-4bbc-40a7-8935-55cf83b10823,35.78253,-78.655269,68,2402.27
b2147f92-36e8-417b-b2b8-e87a47135d4e,35.849999,-78.796789,461,18285.4
9e4afcee-a6a5-42cd-96fb-b25496752ca2,35.741739,-78.810389,550,20548.45
1dfb48c7-d909-48d1-ac2f-a4b4a972f695,36.08481,-79.100091,34,1230.93
1fd4fbbb-a2c0-4360-a95b-a43633056643,35.998139,-78.955679,445,18340.81
af1a36b8-6260-43db-a91f-010e01560b10,35.892269,-78.848099,105,2982.73
af1a36b8-6260-43db-a91f-010e01560b10,35.892629,-78.848009,106,3023.55
af1a36b8-6260-43db-a91f-010e01560b10,35.89279,-78.84798,107,3041.63
af1a36b8-6260-43db-a91f-010e01560b10,35.89305,-78.84793,108,3070.87
37b8b62c-4324-4e3a-b60a-0096338072aa,35.739209,-78.865909,267,9350.23
ef199f4d-5f34-4b75-9af5-b1b758da4d04,35.953119,-79.05767,180,5895.35
af1a36b8-6260-43db-a91f-010e01560b10,35.93961,-78.85449,307,10521.6
