shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.966259,-78.968229,284,12207.35
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.96585,-78.969099,285,12297.84
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.96533,-78.970129,286,12407.02
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.964809,-78.97114,287,12514.81
3b9e3c41-0625-42c5-a778-8350e5a21382,35.960589,-78.978639,408,13707.86
39d20ab2-ba1d-4d2e-aeed-5c65e4f63942,35.669619,-78.835529,887,32289.58
37b8b62c-4324-4e3a-b60a-0096338072aa,35.703039,-78.83429,81,4215.91
37b8b62c-4324-4e3a-b60a-0096338072aa,35.703119,-78.834319,82,4225.18
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.93959,-78.856629,237,9475.02
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.93958,-78.85649,238,9487.57
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.93957,-78.85572,239,9556.85
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.939539,-78.85496,240,9625.31
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.94139,-78.83907,305,11441.83
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.94139,-78.83907,306,11441.83
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.94139,-78.83907,307,11441.83
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.948999,-78.99445,352,15812.7
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.947001,-79.007896,376,17644.7
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.963949,-78.972749,289,12688.23
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.963409,-78.97375,290,12796.42
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.963,-78.97451,291,12878.5
ff46d97c-11d9-4061-bee3-0f47715c22e4,36.0223,-79.07891,399,14459.22
ff46d97c-11d9-4061-bee3-0f47715c22e4,36.022889,-79.079039,400,14525.69
ff46d97c-11d9-4061-bee3-0f47715c22e4,36.02327,-79.079119,401,14568.63
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.952939,-78.989609,326,14837.72
3b9e3c41-0625-42c5-a778-8350e5a21382,35.950889,-78.99301,356,11655.74
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.96657,-78.866799,169,6075.32
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.96623,-78.86665,170,6115.41
ecf4faf7-0683-4910-a28f-40a7e79519cf,35.96588,-78.866499,171,6156.6
ff46d97c-11d9-4061-bee3-0f47715c22e4,35.98883,-79.070529,293,10118.57
ff46d97c-11d9-4061-bee3-0f47715c22e4,35.9891,-79.070609,294,10149.42
ff46d97c-11d9-4061-bee3-0f47715c22e4,35.989319,-79.070669,295,10174.35
ff46d97c-11d9-4061-bee3-0f47715c22e4,35.989779,-79.07081,296,10227.01
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.9501,-79.00089,368,16926.27
5bf76334-d84b-4b1e-aebc-fe9cdc91a243,35.968509,-78.962259,269,11579.85
