stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
1469,3383,N Columbia St at Rosemary St (NB),,35.913778,-79.05595,0,1
12798,2033,TW Alexander Dr at Reserach Commons (NB),,35.90554,-78.87834,0,0
12800,2035,TW Alexander Dr at Cornwallis Rd (NB),,35.92007,-78.87518,0,0
12802,2037,TW Alexander Dr at Moore Dr (EB),,35.92465,-78.86413,0,0
12184,5934,Duke St at Jackson St (NB),,35.995168,-78.90868,0,1
1430,3214,South Rd at Coker Hall (EB),,35.908609,-79.051501,0,1
1435,3430,South Rd at Country Club Rd (EB),,35.910582,-79.042619,0,1
1438,3386,Raleigh Rd at UNC Administration (EB),,35.909329,-79.030355,0,1
1441,3396,Raleigh Rd at Hamilton Rd (EB),,35.907745,-79.023157,0,1
1442,3013,Raleigh Rd at Finley Golf Course Rd (EB),,35.906531,-79.019783,0,1
1444,1143,NC 54 at Friday Center Dr,,35.902407,-79.010246,0,1
1447,1144,NC 54 at Falconbridge Rd (EB),,35.910408,-78.986322,0,1
1448,1029,Renaissance Pkwy at Leonardo Dr (EB),,35.901122,-78.957095,0,0
1451,1030,Renaissance Pkwy at Knoll Cir (EB),,35.902769,-78.952381,0,0
12855,2072,Renaissance Pkwy at Southpoint Mall (EB),,35.90329,-78.945762,0,0
12856,2073,Renaissance Pkwy at Fayetteville Rd (EB),,35.9009,-78.942101,0,0
12166,5363,NC 54 at Fayetteville Rd (EB),,35.910112,-78.932814,0,1
1461,1805,NC 54 at Amhurst St (EB),,35.907155,-78.922743,0,1
12158,5131,NC 54 at Seasons of Southpoint (EB),,35.90643,-78.920381,0,1
12169,5373,NC 54 at Barbee Rd (EB),,35.904926,-78.915647,0,1
1463,1781,NC 54 at Revere Rd (EB),,35.903212,-78.9099,0,1
1465,1160,NC 54 at Blanchard Rd (EB),,35.902634,-78.906531,0,1
2298,1893,NC 54 at The Hamptons Apts (EB),,35.90265,-78.903462,0,1
1642,1161,NC 54 at Residence Inn Blvd (EB),,35.902581,-78.8983,0,1
12179,5690,NC 54 at NC 55 (EB),,35.902199,-78.894698,0,1
12198,6274,NC 54 at S Alston Ave (EB),,35.9006,-78.88952,0,1
1660,1866,NC 54 at Triangle Dr (EB),,35.900099,-78.884709,0,1
12803,2030,NC 54 at TW Alexander Dr (EB),,35.898591,-78.87915,0,0
1658,1864,NC 54 at Research Triangle High School (EB),,35.89605,-78.87315,0,1
1686,1860,NC 54 at Rodbell St (EB),,35.89198,-78.86472,0,1
1688,1556,NC 54 at New Millennium Way (EB),,35.887396,-78.856426,0,1
2203,9704,Morgan St at McDowell St,,35.779597,-78.641139,0,0
1188,8187,E Morgan St at S Wilmington St,,35.779508,-78.63729,0,0
10494,8620,New Bern Ave at S Tarboro Rd,,35.77981,-78.62302,0,0
1957,1891,New Bern Ave at Wake Med,,35.786068,-78.588989,0,0
12750,2005,Wendell Falls Pkwy at Taylor Rd (Publix),,35.775958,-78.433371,0,0
12752,2007,Wendell Falls Pkwy at Martin Pond Rd (EB),,35.769195,-78.419323,0,0
2014,1889,E 4th St at Wendell Park-and-Ride,,35.7826,-78.36716,0,0
12754,2009,Pony Rd at Duggins Oak Dr (EB),,35.81627,-78.330221,0,0
12756,2011,Arendell Av at Gannon Av (NB),,35.825038,-78.315028,0,0
12758,2013,Arendell Av at Judd St (NB),,35.831422,-78.319217,0,0
12759,2014,Gannon Av at Zebulon Commons (WB),,35.828963,-78.296822,0,0
12757,2012,Gannon Av at Arendell Ave (WB),,35.82396,-78.315578,0,0
12743,1098,Elm Ave at White St (EB),,35.97533,-78.51018,0,0
12741,2004,S Main St at NC 98 (SB),,35.965389,-78.517966,0,0
12749,1830,S Main St at Rodgers Rd (Wake Forest MS),,35.95315,-78.52746,0,0
12747,1831,S Main St at Ligon Mill Rd/ Walmart,,35.94998,-78.53085,0,0
12745,1832,S Main St at Aldi Food Market,,35.94777,-78.53539,0,0
12762,9472,N Blount St at E Peace St,,35.78816,-78.63612,0,0
1953,8059,Salisbury St at Lane St,,35.785113,-78.639924,0,0
1186,8062,N Salisbury St at W Edenton St,,35.781499,-78.640122,0,0
12201,8063,Salisbury St at Morgan St (SB),,35.779922,-78.640177,0,1
12651,8002,Wilmington St at Morgan St,,35.779933,-78.638028,0,1
12202,8071,Edenton St at Harrington St (WB),,35.781471,-78.644369,0,1
12659,8228,Hillsborough St at Glenwood Ave (WB),,35.78084,-78.64844,0,1
1706,1514,Miami Blvd at Central Park Dr,,35.887331,-78.849416,0,1
1705,1705,Miami Blvd at Guardian Dr,,35.894293,-78.847825,0,1
1702,1854,Miami Blvd at Chin Page Rd,,35.897033,-78.848934,0,1
12796,2029,Miami Blvd at Cornwallis Rd (NB),,35.90184,-78.8511,0,0
12794,2027,Miami Blvd at Patriot Dr (NB),,35.91144,-78.85072,0,0
12792,2025,Miami Blvd at Stirrup Creek Dr (NB),,35.92043,-78.84849,0,0
12790,2023,Miami Blvd at TW Alexander Dr (NB),,35.92487,-78.84608,0,0
12788,2021,Miami Blvd at Lumley Rd (NB),,35.93144,-78.84307,0,0
12786,6273,Miami Blvd at Methodist St,,35.936408,-78.842153,0,0
12784,6263,Miami Blvd at Ellis Rd (Bethesda ES),,35.941286,-78.838949,0,0
12782,6449,Ellis Rd at Brookville Ln (WB),,35.939292,-78.846663,0,0
12780,6452,Ellis Rd at Advancement Av (WB),,35.938382,-78.851537,0,0
12778,2019,Ellis Rd at Feeney St (WB),,35.93961,-78.85449,0,0
12861,6053,Lawson St at Briggs Ave (WB),,35.974353,-78.877041,0,0
12776,5773,Lawson St at Durham Tech (WB),,35.974426,-78.880625,0,0
12774,6016,Lawson St at Bacon St (WB),,35.974347,-78.884613,0,0
12772,5851,Lawson St at Ridgeway Ave (WB),,35.973945,-78.887482,0,0
12770,5532,Alston ave at Dupree St (NB),,35.976341,-78.89288,0,0
11447,5006,Alston Ave at Linwood Ave (NB),,35.979994,-78.891437,0,0
12809,3053,Martin Luther King Jr Blvd at YMCA,,35.933629,-79.055672,0,0
1480,3402,Martin Luther King Jr Blvd at Perkins Dr (Chapel H,,35.966458,-79.05916,0,0
1482,1764,NC 86 at Mt Sinai Rd,,35.992111,-79.071282,0,0
1485,1766,NC 86 at Storey Ln,,36.02742,-79.07986,0,0
1483,1845,Durham Tech OCC Park-and-Ride (NB),,36.040707,-79.091865,0,1
11993,1980,Waterstone Dr at UNC Health Care - Hillsborough Ca,,36.038568,-79.090675,0,0
1490,1765,NC 86 at Walmart,,36.055922,-79.080078,0,0
1487,1762,Churton St at Nash & Kollack St (NB),,36.073886,-79.099278,0,1
1492,1757,Churton St at North Hills Shopping Center,,36.084487,-79.099751,0,0
1486,1876,Cornelius St (US 70) at Rainey Rd,,36.087273,-79.108428,0,0
11449,1898,Revere Rd at Nash St,,36.085819,-79.111273,0,0
1488,1758,Churton St at King St (SB),,36.076357,-79.099519,0,1
1503,1209,NC 54 at Quadrangle Dr (EB),,35.914681,-78.978589,0,1
1512,1146,NC 54 at Copper Ridge Dr (EB),,35.918083,-78.964677,0,1
12196,6215,Hope Valley Rd at Garrett Rd (NB),,35.920731,-78.958915,0,1
1080,5894,Woodcroft Shopping Center (EB),,35.922524,-78.955599,0,1
1079,5026,Woodcroft Pkwy at Winterberry Ridge Dr (EB),,35.921686,-78.949124,0,1
1520,1150,Woodcroft Pkwy at Old Fox Trail (EB),,35.923387,-78.945229,0,1
1523,1780,Woodcroft Pkwy at Weathersfield Dr (EB),,35.923088,-78.940454,0,1
1540,1151,Woodcroft Pkwy at Highgate Dr (EB),,35.922215,-78.936406,0,1
11858,1939,"Woodcroft Pkwy at Parson's Chase (EB)",,35.922093,-78.931847,0,1
1544,1152,Woodcroft Pkwy at Fayetteville Rd (EB),,35.923688,-78.928024,0,1
12177,5598,Fayetteville Rd at Geneva Dr (SB),,35.920971,-78.928829,0,1
12620,5633,Fayetteville Rd at Sutton Station (SB),,35.919183,-78.930111,0,1
12629,5854,Fayetteville Rd at Dunhill Dr (SB),,35.916309,-78.932001,0,1
12175,5517,Fayetteville Rd at Laurel Springs Dr (SB),,35.913491,-78.933378,0,1
12599,5078,Trent Dr at Duke Hospital South (WB),,36.004782,-78.934914,0,1
12638,6104,Fulton St at Erwin Rd (NB),,36.008858,-78.937193,0,1
11836,1956,Efland-Cheeks Community Center,,36.083808,-79.191009,0,1
1489,1760,NC 86 at Walmart,,36.0554,-79.08009,0,0
1484,1761,NC 86 at Storey Ln,,36.02731,-79.08004,0,0
1481,1763,NC 86 at Millhouse Rd,,35.992035,-79.071484,0,0
1479,3606,Martin Luther King Jr Blvd at Chapel Hill North (S,,35.966439,-79.059574,0,0
12810,3444,Martin Luther King Jr Blvd at Airport Dr,,35.932621,-79.055726,0,0
1421,3421,N Columbia St at W Franklin St (SB),,35.9134,-79.05604,0,1
12647,6334,Chapel Dr at Duke University Rd (SB),,35.997927,-78.933567,0,1
12763,8185,Morgan St at Dawson St,,35.779716,-78.643604,0,0
1467,3149,Eubanks Rd Park-and-Ride,,35.970832,-79.070581,0,1
12829,2066,NC 55 at Apex Peakway (NB),,35.7197,-78.84307,0,0
12827,16085,E Williams St at S Mason St (NB),,35.72585,-78.85015,0,0
12825,2065,W Willams St at Upchurch St (NB),,35.72903,-78.85788,0,0
1579,1593,Williams St (NC 55) at Hunter St,,35.736115,-78.862736,0,0
12823,16017,W Williams St at Apex Peakway (NB),,35.73886,-78.86541,0,0
2083,1725,Williams St (NC55) at Haddon Hall,,35.743669,-78.870531,0,0
1566,1599,NC 55 at Fantail Dr (NB),,35.75332,-78.87691,0,0
1571,1241,NC 55 at Old Jenks Rd,,35.76043,-78.8756,0,0
1573,1242,NC 55 at Lewey Dr,,35.772699,-78.873384,0,0
1587,1243,NC 55 at Parkscene Ln,,35.778675,-78.872254,0,0
1625,1459,NC 55 at High House Rd (NB),,35.786822,-78.870838,0,0
1627,1788,NC 55 at Connemara Dr,,35.79274,-78.87039,0,0
12822,1431,NC 55 at Green Hope School Rd (NB),,35.8029,-78.87113,0,0
1622,1600,NC 55 at Indian Wells Rd (NB),,35.8198,-78.87347,0,0
12820,1428,NC 55 at Mahal Ave (NB),,35.83636,-78.88263,0,0
12818,1427,"O'Kelly Chapel Rd at Parkside Main St (EB)",,35.84569,-78.88758,0,0
12070,1794,Kit Creek Rd at Cisco Building 10 (EB),,35.858974,-78.884193,0,0
12071,1792,Kit Creek Rd at Cisco (Building 6),,35.85645,-78.8753,0,0
12076,1040,Kit Creek Rd at Davis Dr (Cisco Bldg 5),,35.855485,-78.872423,0,0
12072,1352,Davis Dr at Wally Gilbert Dr (Biogen),,35.859139,-78.871099,0,0
12817,1425,Davis Dr. at Wally Gilbert (NB),,35.86148,-78.87286,0,0
12815,2063,Davis Dr at Park Knoll Dr (NB),,35.8728,-78.86269,0,0
12814,2062,Hopson Rd at Shiloh Rd (EB),,35.87736,-78.86098,0,0
12812,2060,Hopson at Faulkner St (EB),,35.8771,-78.85577,0,0
12854,2058,Page at S. Miami Blvd (EB),,35.87698,-78.85039,0,0
11816,1941,Fulton St at Elder St (SB),,36.009849,-78.937363,0,1
11701,1927,Erwin Rd at Emergency Dr (EB),,36.007943,-78.935492,0,1
12622,5743,Trent Dr at Duke Hospital South (EB),,36.004556,-78.934979,0,1
12801,2036,TW Alexander Dr at Moore Dr (WB),,35.92488,-78.86347,0,0
12799,2034,T.W. Alexander Dr at Cornwallis Rd (SB),,35.92013,-78.87565,0,0
12797,2032,TW Alexander Dr at Reserach Commons (SB),,35.905,-78.87867,0,0
12182,5793,Fayetteville Rd at Crooked Creek Pkwy (NB),,35.912101,-78.933752,0,1
12155,5020,Fayetteville Rd at Laurel Springs Dr (NB),,35.913671,-78.933016,0,1
12192,6153,Fayetteville Rd at Dunhill Dr (NB),,35.916207,-78.931636,0,1
12648,6475,Fayetteville Rd at Sutton Station (NB),,35.919157,-78.92972,0,1
12170,5391,Fayetteville Rd at Geneva Dr (NB),,35.920996,-78.92844,0,1
1545,1182,Woodcroft Pkwy at Fayetteville Rd (WB),,35.923977,-78.927926,0,1
11859,1938,Woodcroft Pkwy at Homeplace II (WB),,35.922679,-78.931466,0,1
1541,1203,Woodcroft Pkwy at Highgate Dr (WB),,35.922145,-78.935741,0,1
1522,1778,Woodcroft Pkwy at Weathersfield Dr (WB),,35.923268,-78.940477,0,1
1076,5782,Woodcroft Pkwy at Autumn Woods Dr,,35.923826,-78.944202,0,1
1078,5212,Woodcroft Pkwy at Sandstone Ridge Dr (WB),,35.921848,-78.948992,0,1
1081,5244,Woodcroft Shopping Center (WB),,35.922695,-78.955644,0,1
1514,1207,Hope Valley Rd at Garrett Rd (SB),,35.921245,-78.958596,0,1
1513,1208,NC 54 at Dresden Dr (WB),,35.918226,-78.964821,0,1
1504,1145,NC 54 at Leigh Farm Rd (WB),,35.915012,-78.978419,0,1
11996,3504,E Main St at Jade Palace (WB),,35.910459,-79.071399,0,1
11997,3631,Jones Ferry Rd at Alabama Ave (WB),,35.90647,-79.084536,0,1
12729,3140,Jones Ferry Rd at Willow Creek SC (WB),,35.905126,-79.088718,0,0
11837,1957,E Washington St at S 5th St (Mebane City Hall),,36.095602,-79.267429,0,1
11838,1958,Mebane Cone Health Park-and-Ride,,36.074559,-79.270028,0,1
11869,1975,Durham Tech OCC Park-and-Ride (SB),,36.040963,-79.092389,0,1
1190,8003,Wilmington St at Jones St,,35.781779,-78.637932,0,0
1218,8006,Wilmington St at North St,,35.784834,-78.637756,0,0
12761,9384,Peace St at Blount St,,35.787801,-78.63624,0,0
